"","CODE","POSTCODE","NUMBER_OF_PATIENTS"
"4079","G84019","BR5 2JP",10902
"4080","G84020","BR6 6HD",9563
"4081","G84023","BR2 9GT",11071
"4082","G84024","BR2 9GT",10615
"4083","G84025","SE20 8QA",8441
"4084","G84027","BR3 3FD",18842
"4085","G84028","BR3 4DG",6796
"4086","G84029","SE20 7AB",4490
"4087","G84030","BR2 7LL",6453
"4088","G84032","BR6 0FE",12907
"4089","G84033","BR2 7JF",8074
"4090","G84035","BR5 1LH",7834
"4091","G84039","TN16 3XS",3401
"4092","G84040","BR6 0DP",10741
"4093","G84041","BR5 4LA",3971
"4094","G84604","BR1 4AD",7137
"4095","G84607","BR4 9PS",5549
"4096","G84609","BR6 7BA",3810
"4097","G84621","BR5 1EL",3946
"4098","G84624","SE20 8TJ",2729
"4099","G84625","SE20 8QA",6486
"4100","G84627","BR6 6BG",7201
"4101","G84629","BR1 4HE",5888
"4102","G84630","BR5 2DD",3191
"4103","G85001","SE22 0SQ",11125
"4104","G85002","SW16 2ST",22359
"4105","G85003","SE13 5AY",6766
"4106","G85004","SE23 1HU",14850
"4107","G85005","SE6 2SP",16018
"4108","G85006","SE15 5SL",8890
"4109","G85011","SW4 7DB",20664
"4110","G85013","SE5 7AF",9334
"4111","G85014","SW16 5LS",11141
"4112","G85015","SE14 5HD",9086
"4113","G85016","SE24 9QP",15128
"4114","G85019","SE15 6NR",3987
"4115","G85020","SE8 5DA",13918
"4116","G85021","SW16 1XU",4522
"4117","G85022","SE19 3NY",16028
"4118","G85023","SE13 5PJ",13201
"4119","G85024","SE26 4TH",16114
"4120","G85025","SW2 1AE",11683
"4121","G85026","SE8 4BG",4523
"4122","G85027","SE12 8NP",6069
"4123","G85028","SW9 9TJ",11930
"4124","G85029","SE1 4JW",14751
"4125","G85030","SE5 7AQ",6332
"4126","G85031","SE15 4PU",6850
"4127","G85032","SE6 1RB",11873
"4128","G85034","SE1 6JP",76926
"4129","G85035","SE13 7NN",9200
"4130","G85038","SE13 7SX",13936
"4131","G85039","SE21 8AU",19455
"4132","G85040","SE15 2UA",12718
"4133","G85041","SW2 3DY",7631
"4134","G85042","SE5 7RF",5553
"4135","G85044","SW16 2XT",5179
"4136","G85045","SW4 7NU",8732
"4137","G85046","SE3 9RT",12063
"4138","G85047","SE27 0DF",10582
"4139","G85051","SE24 9HJ",8330
"4140","G85052","SE1 5TY",10483
"4141","G85053","SE11 4HJ",24380
"4142","G85054","SE11 6SP",8868
"4143","G85055","SE4 1JN",16144
"4144","G85057","BR1 5EP",6786
"4145","G85061","SE23 2SG",7810
"4146","G85073","SW9 6NA",7984
"4147","G85076","SE14 6LD",11049
"4148","G85083","SW4 7QJ",12798
"4149","G85084","SE17 3DW",13806
"4150","G85085","SE8 3QH",12261
"4151","G85086","SW8 1UL",9148
"4152","G85087","SE16 3HA",14740
"4153","G85089","SE4 2LA",10380
"4154","G85091","SE22 8LY",6137
"4155","G85096","SW16 5SE",9841
"4156","G85100","SW9 9DL",7905
"4157","G85102","SE11 5NH",7461
"4158","G85104","BR1 5EP",10326
"4159","G85105","SE4 2NH",7359
"4160","G85109","SW4 8JP",19257
"4161","G85114","SE26 6JQ",12319
"4162","G85119","SE15 4NT",5761
"4163","G85120","SE13 6DQ",6984
"4164","G85121","SE6 1AT",6677
"4165","G85123","SW4 6TB",8428
"4166","G85124","SE6 3JB",7565
"4167","G85125","SE16 2PE",5944
"4168","G85127","SE5 9NS",6599
"4169","G85129","SE27 9AW",5261
"4170","G85130","SW8 2UD",11038
"4171","G85132","SE22 8EY",13634
"4172","G85134","SE15 5LJ",6251
"4173","G85135","SW9 6AF",11469
"4174","G85136","SE1 7RJ",12180
"4175","G85137","SE24 9AE",9657
"4176","G85138","SE16 7JX",15149
"4177","G85623","SE16 4BL",11761
"4178","G85632","SE17 2EL",8160
"4179","G85633","SE6 4JH",21006
"4180","G85642","SE1 8EE",8962
"4181","G85644","SE22 9QU",6505
"4182","G85647","SW16 2ST",6742
"4183","G85651","SE22 9EP",8340
"4184","G85662","SW16 2PG",7020
"4185","G85673","SW8 2SH",6760
"4186","G85674","SW4 0DE",6193
"4187","G85681","SE22 8JN",5308
"4188","G85685","SE15 3LY",8780
"4189","G85690","SE24 0AU",7057
"4190","G85695","SW9 6AF",6675
"4191","G85696","SE23 2JF",14630
"4192","G85698","SE14 6LD",14794
"4193","G85705","SE1 2BP",6336
"4194","G85706","SE21 8SZ",5972
"4195","G85708","SW4 6EB",11249
"4196","G85711","SE14 6TJ",9484
"4197","G85715","SE15 5LJ",12061
"4198","G85716","BR1 5NJ",5636
"4199","G85721","SE17 2SX",7495
"4200","G85722","SE13 6RN",9049
"4201","G85724","SW2 4TP",22506
"4202","G85726","SE5 7RF",7161
"4203","G85727","SE12 8NP",6278
"4204","G85736","SE14 6TG",3706
"4205","Y00020","SW9 9DL",9565
"4206","Y00542","BR7 6DB",9745
"4207","Y02222","SE18 2AE",3773
"4208","Y02811","BR3 3FD",12675
"4209","Y02974","SE28 0NY",11223
"4210","Y03063","SW9 8DJ",8204
"4211","Y03296","SE18 6AB",6201
"4212","Y03755","SE10 0QN",10397
"4213","Y06113","SE16 4BL",361
"4214","Y06345","BR3 3QL",1230
"4215","Y06545","BR1 5EP",172
"4216","Y07020","SE21 8AU",391
"4217","K83002","NN17 2UR",48416
"4218","K83003","NN2 6LS",9119
"4219","K83005","NN8 3QE",13953
"4220","K83006","NN15 7HP",10371
"4221","K83007","NN10 0GP",12734
"4222","K83008","NN2 8LL",9156
"4223","K83009","NN3 7QP",12074
"4224","K83010","NN4 8QF",18704
"4225","K83011","NN8 4UT",11964
"4226","K83012","NN1 5LY",12054
"4227","K83013","NN16 8DN",14005
"4228","K83014","NN2 6AL",17939
"4229","K83015","NN11 4DY",12281
"4230","K83018","NN13 6JJ",11944
"4231","K83019","NN6 7QB",6330
"4232","K83020","NN3 8HZ",3687
"4233","K83021","NN14 6JQ",20627
"4234","K83022","NN12 6HH",10143
"4235","K83024","NN10 9TR",10763
"4236","K83025","NN1 3DS",15965
"4237","K83026","NN8 4RW",19226
"4238","K83027","NN2 6AA",9986
"4239","K83028","NN9 5GA",11485
"4240","K83029","NN1 5LT",12834
"4241","K83030","NN9 6UA",10157
"4242","K83031","NN11 6XN",8406
"4243","K83032","NN11 4FE",21632
"4244","K83035","NN2 7JN",6283
"4245","K83036","NN15 7NX",15732
"4246","K83037","NN15 5PU",14268
"4247","K83039","NN16 8JZ",10910
"4248","K83040","NN3 8AW",10311
"4249","K83041","NN5 6FR",21839
"4250","K83042","NN3 2HZ",14234
"4251","K83043","NN3 2JG",14171
"4252","K83044","NN10 9EB",13196
"4253","K83047","NN8 1LT",22452
"4254","K83048","NN3 5EN",6597
"4255","K83049","NN13 6QZ",15518
"4256","K83050","NN1 4SB",5514
"4257","K83051","NN16 8DN",20461
"4258","K83052","NN7 3BT",22032
"4259","K83053","NN6 7TT",5880
"4260","K83055","NN4 6LW",7276
"4261","K83056","NN1 4QA",4222
"4262","K83059","NN18 0QP",14542
"4263","K83064","NN6 8QE",16356
"4264","K83065","NN14 4QL",6855
"4265","K83066","NN7 4RX",14099
"4266","K83068","NN7 1HT",6019
"4267","K83069","NN9 6ET",2536
"4268","K83070","NN7 3QN",10906
"4269","K83076","NN3 8DW",8160
"4270","K83077","NN2 7PB",9944
"4271","K83079","NN29 7QS",5360
"4272","K83080","NN10 8ED",5833
"4273","K83081","NN9 5LJ",1430
"4274","K83601","NN6 0EU",9171
"4275","K83607","NN17 1LG",2144
"4276","K83610","NN4 0NY",9630
"4277","K83614","NN17 1QP",5310
"4278","K83616","NN14 4GD",5307
"4279","K83618","NN3 8DW",11742
"4280","K83620","NN12 6HD",8863
"4281","K83621","NN1 1LG",13785
"4282","K83622","NN18 8LU",13470
"4283","K83625","NN14 1SN",5689
"4284","Y00399","NN29 7AW",4048
"4285","A83001","DL16 6QA",14608
"4286","A83003","DL15 0EQ",9233
"4287","A83007","TS27 4LQ",9980
"4288","A83008","DL4 2HP",5586
"4289","A83009","DH3 3SL",8061
"4290","A83011","DH1 1QW",34607
"4291","A83012","SR8 5TW",15988
"4292","A83014","DH1 2QW",6510
"4293","A83015","DL14 6AB",9991
"4294","A83016","DH9 8AD",10895
"4295","A83018","DH8 5YA",17825
"4296","A83020","DL15 9HU",13454
"4297","A83021","DL14 6RP",14963
"4298","A83022","DH7 8NH",26537
"4299","A83023","DH9 0AB",12082
"4300","A83024","DH4 6RQ",5463
"4301","A83025","DL14 7EJ",13183
"4302","A83026","DH7 6JW",10517
"4303","A83027","DH6 4DH",6851
"4304","A83028","DH3 3QD",9409
"4305","A83029","DH3 4LE",5150
"4306","A83030","DH7 7DG",14111
"4307","A83032","DL13 5AF",2539
"4308","A83033","DH2 1HS",9024
"4309","A83035","DL13 2XD",7205
"4310","A83036","DH1 5BH",10937
"4311","A83037","DL5 5LH",13627
"4312","A83038","NE16 6HU",5840
"4313","A83041","SR7 9AB",7241
"4314","A83043","DL12 0QE",2753
"4315","A83044","SR8 4LD",7623
"4316","A83045","DL17 8JJ",14949
"4317","A83046","DL12 8HT",10719
"4318","A83049","DH8 0BW",14856
"4319","A83050","DH2 3DJ",12699
"4320","A83051","SR7 7JE",10782
"4321","A83052","DL16 6ED",8770
"4322","A83054","TS21 3BN",15814
"4323","A83055","DH1 2UW",4656
"4324","A83057","TS28 5PZ",18113
"4325","A83060","DL13 5NX",2959
"4326","A83061","DL2 3BE",3457
"4327","A83066","DL5 4SE",11109
"4328","A83071","SR7 8DY",4737
"4329","A83072","DH7 0LP",4244
"4330","A83073","DH9 7XT",5117
"4331","A83074","DL5 5NH",11995
"4332","A83075","SR7 8LF",8474
"4333","A83610","TS28 5PZ",3246
"4334","A83616","DH6 2LQ",7951
"4335","A83617","DH7 9YT",2563
"4336","A83618","NE17 7SB",7519
"4337","A83619","DH6 2LT",3468
"4338","A83622","DH7 0BD",1702
"4339","A83626","DL14 9SU",2112
"4340","A83627","DH6 2TH",6134
"4341","A83634","DL17 9LH",2791
"4342","A83635","DH6 5AL",4117
"4343","A83636","DH8 6DP",6030
"4344","A83637","DH2 2NJ",4348
"4345","A83644","DH9 7TD",3547
"4346","G82002","CT16 1SF",8713
"4347","G82006","DA1 1QY",14858
"4348","G82007","TN28 8ER",6264
"4349","G82013","TN13 3AQ",14107
"4350","G82014","ME7 2BU",20136
"4351","G82015","CT16 1BW",13214
"4352","G82016","TN2 4UH",11259
"4353","G82017","ME14 5DY",11325
"4354","G82018","CT21 5JY",5339
"4355","G82019","TN8 5ND",12962
"4356","G82020","CT11 8AD",11981
"4357","G82021","DA11 8RD",16221
"4358","G82022","TN2 3JL",9144
"4359","G82023","ME12 1UP",6605
"4360","G82024","ME17 4PL",14343
"4361","G82025","TN4 9TF",18573
"4362","G82026","ME10 2ST",7087
"4363","G82027","ME13 8QR",13642
"4364","G82028","BR8 7AH",13349
"4365","G82031","ME16 8AX",11972
"4366","G82032","DA11 0HN",13615
"4367","G82035","ME10 4RU",9666
"4368","G82036","CT14 7EQ",12102
"4369","G82037","TN11 9HL",16558
"4370","G82038","CT14 9LF",10033
"4371","G82039","ME13 8FH",18319
"4372","G82041","TN1 2DX",15123
"4373","G82042","TN9 1EP",16892
"4374","G82044","DA11 8BZ",22429
"4375","G82046","CT12 6SU",5807
"4376","G82048","DA1 2JP",9873
"4377","G82049","TN24 8UN",3662
"4378","G82050","TN24 8DN",21279
"4379","G82051","ME1 2AY",12228
"4380","G82052","CT9 1QY",17294
"4381","G82053","TN26 3SF",4693
"4382","G82055","TN18 4EX",9716
"4383","G82056","DA1 2HA",7324
"4384","G82057","ME12 1QU",11588
"4385","G82058","ME20 7SE",6760
"4386","G82059","TN9 1LA",18406
"4387","G82060","CT1 1WL",20919
"4388","G82062","DA12 1EN",2374
"4389","G82063","CT13 9ET",12514
"4390","G82064","CT11 9PR",10204
"4391","G82066","CT9 5RE",10082
"4392","G82067","DA11 0LL",9102
"4393","G82069","CT19 4PU",10937
"4394","G82071","CT5 3SE",41745
"4395","G82073","DA13 0AH",10179
"4396","G82074","ME14 4DS",15068
"4397","G82076","ME15 9FL",9975
"4398","G82077","ME3 9AE",10868
"4399","G82079","CT8 8SN",10621
"4400","G82080","TN24 0HZ",33481
"4401","G82082","CT2 0EF",16169
"4402","G82083","ME20 6QJ",14377
"4403","G82085","ME6 5SN",12077
"4404","G82086","CT19 5SR",10761
"4405","G82087","TN24 9JZ",17528
"4406","G82088","DA4 9AB",6772
"4407","G82089","ME14 1RU",9261
"4408","G82090","CT6 5NF",18376
"4409","G82091","CT20 1EJ",9096
"4410","G82092","TN16 1RB",8255
"4411","G82093","ME17 2QF",10009
"4412","G82094","TN27 0AW",10819
"4413","G82095","ME1 2TH",12957
"4414","G82097","DA3 7QD",15809
"4415","G82098","ME16 9AN",8008
"4416","G82099","ME15 6SB",19009
"4417","G82100","ME3 8HX",15620
"4418","G82105","CT9 3NR",19670
"4419","G82106","ME2 1NP",6742
"4420","G82107","CT12 4AB",8943
"4421","G82108","ME5 0TT",5354
"4422","G82110","TN13 1AR",7164
"4423","G82111","CT14 7DN",11019
"4424","G82112","TN27 9AA",8772
"4425","G82113","ME5 0AA",8728
"4426","G82114","TN30 6RB",14962
"4427","G82115","CT1 3AP",10816
"4428","G82117","CT16 1EQ",8456
"4429","G82118","TN12 6AX",12758
"4430","G82119","CT6 5RE",23130
"4431","G82120","TN15 8RQ",15033
"4432","G82121","CT20 2HN",13152
"4433","G82122","DA2 8BS",30602
"4434","G82123","ME7 4PN",4681
"4435","G82125","TN14 5RB",11350
"4436","G82126","CT11 8AD",15822
"4437","G82129","ME7 5UA",4811
"4438","G82135","ME19 4JF",21260
"4439","G82137","TN4 0NA",9309
"4440","G82138","CT3 2HD",4705
"4441","G82139","ME4 6JL",3292
"4442","G82140","CT2 7PB",15123
"4443","G82141","ME18 6ES",6529
"4444","G82142","TN25 5AY",9251
"4445","G82143","DA1 1HP",6359
"4446","G82147","TN28 8BW",6076
"4447","G82150","CT12 6EW",7432
"4448","G82152","TN4 8UW",6905
"4449","G82154","ME8 9BW",5662
"4450","G82155","TN2 4LR",6196
"4451","G82158","TN12 7NQ",5109
"4452","G82160","CT21 6BD",11677
"4453","G82161","ME5 9LD",22603
"4454","G82162","ME8 8AA",4942
"4455","G82164","ME16 8RL",12808
"4456","G82165","CT4 6UH",9950
"4457","G82170","TN3 8EX",2750
"4458","G82180","ME8 0DP",4699
"4459","G82184","ME8 6XQ",1506
"4460","G82185","DA1 2HA",9051
"4461","G82186","TN26 2NJ",7184
"4462","G82198","ME2 4UW",5227
"4463","G82200","ME18 5SS",8552
"4464","G82203","ME2 2HA",10511
"4465","G82205","TN13 3NT",9023
"4466","G82211","CT3 3BB",7964
"4467","G82212","DA1 1QY",8591
"4468","G82215","TN12 9HP",7153
"4469","G82217","CT20 1JY",3270
"4470","G82218","DA4 0JU",5713
"4471","G82219","CT10 2SQ",4684
"4472","G82224","TN17 1AN",3722
"4473","G82225","BR8 7UP",10927
"4474","G82226","ME8 0PW",4628
"4475","G82227","CT15 7ET",5204
"4476","G82228","CT4 5BL",23193
"4477","G82229","ME17 3BD",7171
"4478","G82231","ME10 1ND",7260
"4479","G82232","CT20 2SE",9683
"4480","G82233","ME3 9HU",10409
"4481","G82234","ME1 3SX",5303
"4482","G82235","TN17 3JB",3544
"4483","G82600","ME8 6EY",2085
"4484","G82604","ME15 7LN",14254
"4485","G82605","TN17 3JB",2284
"4486","G82631","ME4 5QS",7797
"4487","G82634","ME10 5AA",11541
"4488","G82635","ME8 7AA",2199
"4489","G82639","DA1 2HA",3961
"4490","G82641","ME15 9JJ",5893
"4491","G82647","DA1 5ND",18437
"4492","G82648","DA12 2HU",3825
"4493","G82650","CT10 2TR",9144
"4494","G82652","CT18 8HY",2657
"4495","G82653","ME1 2EL",4189
"4496","G82658","TN25 6JX",5095
"4497","G82665","TN29 0TD",5234
"4498","G82666","CT7 9HQ",12899
"4499","G82671","ME9 8TY",6304
"4500","G82679","ME2 4UW",7120
"4501","G82681","TN12 0LB",6272
"4502","G82682","ME12 1UA",6365
"4503","G82684","CT18 8NS",4612
"4504","G82687","ME12 1UP",8672
"4505","G82691","ME17 3JY",3466
"4506","G82693","ME10 4XX",16821
"4507","G82696","CT14 9BX",2408
"4508","G82697","ME5 0DL",6020
"4509","G82698","ME9 9QL",3380
"4510","G82700","CT16 2AE",10934
"4511","G82702","ME10 2TZ",8734
"4512","G82704","ME8 8AA",6014
"4513","G82706","ME7 5AS",2805
"4514","G82708","ME2 2PW",4017
"4515","G82711","ME1 3JY",4293
"4516","G82719","ME5 7JX",7869
"4517","G82721","ME8 9RR",3571
"4518","G82729","CT17 9SG",9146
"4519","G82730","TN23 3ED",11967
"4520","G82733","TN17 3AY",3962
"4521","G82737","ME8 9PR",11285
"4522","G82741","ME5 7TD",18356
"4523","G82744","ME4 4QR",26828
"4524","G82753","ME4 5JY",6372
"4525","G82754","TN11 0ET",3521
"4526","G82762","ME7 5LH",2095
"4527","G82763","ME7 4HH",2543
"4528","G82768","TN1 1PE",7247
"4529","G82775","ME7 4BB",8061
"4530","G82780","DA12 2EN",16180
"4531","G82790","CT4 7JY",6282
"4532","G82796","CT10 2AJ",7640
"4533","G82799","ME12 1HH",13831
"4534","G82802","CT1 3JH",6479
"4535","G82808","DA12 5BW",9468
"4536","G82809","DA13 9LB",16498
"4537","G82888","TN13 1ED",6333
"4538","Y00449","ME4 3EP",26
"4539","Y02506","ME12 3LT",114
"4540","H81002","TW18 1XD",8766
"4541","H81003","TW16 6RH",19210
"4542","H81004","TW17 8EJ",12794
"4543","H81005","RH9 8DY",6677
"4544","H81006","GU1 3NW",8224
"4545","H81007","KT13 8DW",11061
"4546","H81009","TW15 2TU",16399
"4547","H81010","GU2 8LZ",23240
"4548","H81011","SM7 1HL",8505
"4549","H81015","GU24 8NA",12030
"4550","H81016","KT23 4DH",10439
"4551","H81017","KT22 7HH",20492
"4552","H81019","GU22 7EY",11616
"4553","H81020","KT12 1UX",11028
"4554","H81021","GU7 1JW",16031
"4555","H81022","GU8 4QP",5074
"4556","H81023","RH7 6ER",10796
"4557","H81024","GU21 3LQ",12900
"4558","H81025","GU21 8TD",11356
"4559","H81026","GU7 3PR",11068
"4560","H81028","RH4 2QR",11198
"4561","H81029","GU1 4RP",12294
"4562","H81030","RH1 1EB",15420
"4563","H81031","GU8 5JD",11131
"4564","H81032","GU22 7XL",19280
"4565","H81033","KT16 8HZ",21007
"4566","H81034","KT14 6DH",8728
"4567","H81035","GU4 7EP",12205
"4568","H81036","KT14 6DH",9792
"4569","H81037","RH6 7DG",17877
"4570","H81038","KT10 9NY",4088
"4571","H81041","GU22 7RR",11058
"4572","H81042","KT15 2BH",16938
"4573","H81043","GU5 0PE",10509
"4574","H81044","GU8 6EG",4542
"4575","H81045","CR3 6JU",10188
"4576","H81046","RH6 7AD",5648
"4577","H81048","RH1 2NP",10106
"4578","H81050","KT14 6DH",11820
"4579","H81051","KT19 8AG",14578
"4580","H81052","GU6 8AE",17133
"4581","H81053","GU23 7BP",8145
"4582","H81055","RH1 1DT",8672
"4583","H81056","RH8 0BQ",16869
"4584","H81057","TW15 2SG",7162
"4585","H81058","RH1 6EY",9946
"4586","H81060","CR3 5XL",12451
"4587","H81061","GU22 7QP",15147
"4588","H81062","GU27 2BQ",18963
"4589","H81064","GU3 3NA",13587
"4590","H81065","KT12 4HT",9437
"4591","H81066","TW20 9QJ",15607
"4592","H81067","KT11 1HT",13663
"4593","H81068","RH3 7NJ",12740
"4594","H81070","KT20 5TH",11657
"4595","H81071","KT18 5AQ",9907
"4596","H81072","RH4 1SD",12575
"4597","H81073","KT13 8DW",14030
"4598","H81074","KT21 2DP",6240
"4599","H81076","GU26 6TY",12044
"4600","H81077","GU5 9DR",8123
"4601","H81078","KT8 0JX",20882
"4602","H81080","SM7 3HH",10491
"4603","H81081","KT20 5JE",9916
"4604","H81083","RH1 3PN",12172
"4605","H81084","KT24 6QT",10360
"4606","H81085","GU1 3JH",11083
"4607","H81086","KT7 0UP",5360
"4608","H81087","TW19 7HE",14522
"4609","H81089","RH2 9HG",21103
"4610","H81090","GU2 8YB",14786
"4611","H81091","KT17 1TG",7584
"4612","H81094","KT12 3LB",10802
"4613","H81095","KT12 3LB",4419
"4614","H81099","KT10 8BX",12293
"4615","H81103","KT23 3ND",8104
"4616","H81104","TW15 3EA",8641
"4617","H81107","KT22 0QL",8139
"4618","H81109","KT10 0EH",8020
"4619","H81111","GU25 4RL",5187
"4620","H81113","RH5 5EN",7974
"4621","H81116","CR6 9LF",6157
"4622","H81119","CR6 9NW",19457
"4623","H81122","TW18 3HN",7635
"4624","H81123","GU21 5QJ",2871
"4625","H81126","KT18 5NU",7251
"4626","H81128","KT8 9LG",6714
"4627","H81129","GU24 0JE",4333
"4628","H81131","KT12 3LB",3598
"4629","H81132","GU8 5HU",2576
"4630","H81133","KT17 1TF",32744
"4631","H81134","TW18 1XD",12939
"4632","H81613","KT17 2LZ",5144
"4633","H81618","KT22 9LE",5761
"4634","H81632","TW15 1HH",2444
"4635","H81638","RH6 9PT",7527
"4636","H81641","GU22 8BT",3393
"4637","H81642","TW17 8SY",3940
"4638","H81643","GU22 8HF",3441
"4639","H81644","KT17 1TG",9108
"4640","H81656","KT4 7BX",7310
"4641","H81658","KT16 0JX",5451
"4642","H81663","KT12 2QY",4117
"4643","H81672","KT10 0SP",6059
"4644","J81083","SP5 5PA",4315
"4645","J83001","SN3 4BF",13918
"4646","J83002","SN6 7DN",29470
"4647","J83003","SP2 7TD",12675
"4648","J83004","SP5 2SU",6853
"4649","J83005","SP4 7DL",11167
"4650","J83006","SN5 4BD",11222
"4651","J83007","SN14 6GT",15711
"4652","J83008","BA14 7EH",18937
"4653","J83009","SN4 9LW",14096
"4654","J83010","SN13 9DL",11591
"4655","J83011","SN12 7EA",14219
"4656","J83013","SN13 8NA",7663
"4657","J83014","SP11 9RA",15548
"4658","J83016","BA14 8QA",31392
"4659","J83018","BA12 9AA",18413
"4660","J83019","SP2 0JU",11847
"4661","J83021","SP2 7FD",24130
"4662","J83022","SN1 4GB",8991
"4663","J83023","SN9 6DZ",8074
"4664","J83024","SN3 2EZ",8718
"4665","J83026","SP1 3UH",23877
"4666","J83027","SN2 1UU",12910
"4667","J83029","SN4 7AT",8379
"4668","J83030","BA15 1DQ",20240
"4669","J83031","SN2 2JG",12241
"4670","J83033","SN1 2DQ",11713
"4671","J83034","SN10 2BU",7164
"4672","J83035","SN25 4YZ",18280
"4673","J83036","SN5 7XY",10457
"4674","J83037","SN8 4BY",17611
"4675","J83038","SN3 2RJ",10798
"4676","J83039","SN11 0HH",12323
"4677","J83040","BA13 3FQ",23331
"4678","J83041","SN16 0FB",16407
"4679","J83042","SN15 2SB",17140
"4680","J83043","SP5 3JP",6937
"4681","J83045","SN8 2QT",9510
"4682","J83046","SN12 6UN",13373
"4683","J83047","SN3 3TQ",7960
"4684","J83048","SP4 7LT",5992
"4685","J83049","SN10 1LQ",11988
"4686","J83050","SN11 0EF",16135
"4687","J83052","SP4 8QY",10418
"4688","J83053","SN10 1QU",7060
"4689","J83055","SN4 7AX",10113
"4690","J83056","SN10 4AQ",5755
"4691","J83057","SN25 1QQ",16455
"4692","J83058","SP3 6LF",4086
"4693","J83059","SN3 1JL",8257
"4694","J83060","BA12 6DT",4669
"4695","J83064","SN5 5PX",11224
"4696","J83601","SN8 3TA",4185
"4697","J83603","SN14 7EJ",4632
"4698","J83609","SN6 6AE",3169
"4699","J83615","SN8 3PF",3549
"4700","J83618","SN16 0LH",3439
"4701","J83619","SN10 4JB",2820
"4702","J83625","SN15 3SY",8131
"4703","J83629","SP8 5DF",2101
"4704","J83630","SP3 6DJ",2494
"4705","J83633","SN1 3BU",9359
"4706","J83645","SN5 8SX",4489
"4707","J83646","SN1 5HG",6958
"4708","K84012","SN6 8AG",7617
"4709","L81010","BA3 3PL",6742
"4710","L81020","BA2 4JT",8169
"4711","L81025","BA3 2UH",12862
"4712","L81027","BA1 7NP",7795
"4713","L81030","BS40 6HF",7019
"4714","L81039","BA2 3HT",27875
"4715","L81045","BS31 2GN",11334
"4716","L81059","BS39 7SF",9069
"4717","L81064","BS31 1AF",7754
"4718","L81065","BA2 5EG",11662
"4719","L81068","BA2 4BY",13371
"4720","L81069","BA2 1ER",7748
"4721","L81070","BA1 3PT",8222
"4722","L81071","BA1 6EA",14076
"4723","L81072","BS40 8UE",9972
"4724","L81073","BS31 1BX",7551
"4725","L81101","BA3 2QE",6467
"4726","L81122","BA2 0HX",5357
"4727","L81123","BA2 8JQ",6355
"4728","L81132","BA3 3UJ",5138
"4729","L81617","BA2 7AY",12816
"4730","L81644","BA2 2QH",8703
"4731","L81655","BA1 2AU",3
"4732","Y00058","SN1 2DQ",15788
"4733","Y01845","SN10 1EF",3
"4734","Y03671","SN5 5AN",10338
"4735","Y04543","BA1 1JW",41
"4736","E83003","N20 0DH",9205
"4737","E83005","N3 2JP",6481
"4738","E83006","NW2 1HS",7124
"4739","E83007","N3 2AU",5628
"4740","E83008","N2 0EQ",8851
"4741","E83009","NW11 7TE",11804
"4742","E83010","N12 9SS",11192
"4743","E83011","NW9 5XT",10066
"4744","E83012","EN5 4BB",8500
"4745","E83013","N3 1LD",5807
"4746","E83016","NW7 2HX",19349
"4747","E83017","EN5 2ED",17305
"4748","E83018","HA8 0NR",17039
"4749","E83020","NW4 4QR",11532
"4750","E83021","N12 9SS",12389
"4751","E83024","N20 9EX",11281
"4752","E83025","NW2 1PA",8588
"4753","E83026","N3 2JX",4440
"4754","E83027","NW11 9AY",8920
"4755","E83028","HA8 0RW",6623
"4756","E83030","HA8 9TN",6293
"4757","E83031","EN4 8RF",5329
"4758","E83032","HA8 0AP",17934
"4759","E83034","N10 1ET",5330
"4760","E83035","N3 1YL",12975
